Fecha,Ventas
2019-04-16,11296
2019-04-17,11005
2019-04-18,31804
2019-04-19,26140
2019-04-20,49073
2019-04-22,192765
2019-04-23,14618
2019-04-24,42355
2019-04-25,12985
2019-04-26,25749
2019-04-27,114917
2019-04-29,34123
2019-04-30,17407
2019-05-01,36285
2019-05-02,52241
2019-05-03,8414
2019-05-04,1033247
2019-05-06,13395
2019-05-07,17866
2019-05-08,18307
2019-05-09,2909
2019-05-10,72347
2019-05-11,39583
2019-05-13,28150
2019-05-14,112042
2019-05-15,63820
2019-05-16,49513
2019-05-17,11472
2019-05-18,85626
2019-05-20,100816
2019-05-21,162393
2019-05-22,20124
2019-05-23,5513
2019-05-24,3445
2019-05-25,17856
2019-05-27,13428
2019-05-28,26445
2019-05-29,26407
2019-05-30,54721
2019-05-31,29098
2019-06-01,220407
2019-06-03,35889
2019-06-04,510597
2019-06-05,40212
2019-06-06,24537
2019-06-07,44229
2019-06-08,45022
2019-06-10,479089
2019-06-11,22237
2019-06-12,30601
2019-06-13,3477
2019-06-14,19844
2019-06-15,183066
2019-06-17,33256
2019-06-18,19848
2019-06-19,38005
2019-06-20,10007
2019-06-21,44931
2019-06-22,44905
2019-06-24,45775
2019-06-25,24746
2019-06-26,279753
2019-06-27,16250
2019-06-28,75072
2019-06-29,28518
2019-07-01,2173
2019-07-02,24917
2019-07-03,10747
2019-07-04,34932
2019-07-05,37074
2019-07-06,55006
2019-07-08,552974
2019-07-09,73634
2019-07-10,29739
2019-07-11,592034
2019-07-12,48497
2019-07-13,29378
2019-07-15,58085
2019-07-16,12896
2019-07-17,18188
2019-07-18,13929
2019-07-19,58068
2019-07-20,10917
2019-07-22,1158124
2019-07-23,39008
2019-07-24,49443
2019-07-25,15009
2019-07-26,14075
2019-07-27,15594
2019-07-29,52386
2019-07-30,85961
2019-07-31,44151
2019-08-01,558795
2019-08-02,45212
2019-08-03,421799
2019-08-05,401639
2019-08-06,5644
2019-08-07,36127
2019-08-08,4240
2019-08-09,34951
2019-08-10,409309
2019-08-12,159024
2019-08-13,159928
2019-08-14,183611
2019-08-15,69046
2019-08-16,75994
2019-08-17,86831
2019-08-19,393513
2019-08-20,43542
2019-08-21,28191
2019-08-22,98851
2019-08-23,137861
2019-08-24,80162
